,Region,Zone,District,Farmers Association,Enumeration Area,Head sex,Holder id,Parcel,Field,Field Type,CROP,Ownership,Extenstion Program,Irrigation used?,Is the Soil Erosion,Measures taken to prevent Soil Erosion,SEED TYPE,Is there Damage?,Measure taken to prevent damage,Damage measure taken type,Fertilizer Used?,Fertilizer Type,How many times do you produce crops,What was the field used for?,APERCENT,Household Id,Sampling Weight,Weight of non-improved seed,"If Chemical Fertilizer,Quantity in KG",CERROR,Area in Square meter,Production Of Condition in Kg,Fertilizer Quantity
14813,3.0,1.0,21.0,7.0,4.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,100.0,115.0,647.3,0.6,0.0,2.2,443.32000000000005,88.66400000000002,0.0
14816,3.0,1.0,21.0,7.0,4.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,100.0,121.0,647.3,0.6,0.0,0.63,766.98,153.396,0.0
14820,3.0,1.0,21.0,7.0,4.0,2.0,1.0,2.0,9.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,100.0,121.0,647.3,0.9,0.0,0.8,1491.6599999999999,298.332,0.0
14821,3.0,1.0,21.0,7.0,4.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,100.0,133.0,647.3,0.9,0.0,0.98,630.97,126.194,0.0
14822,3.0,1.0,21.0,7.0,4.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,100.0,139.0,647.3,0.6,0.0,1.14,252.73,50.546,0.0
14825,3.0,1.0,21.0,7.0,4.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,50.0,151.0,647.3,1.2,0.0,0.19,633.9699999999999,126.79399999999998,0.0
14828,3.0,1.0,21.0,7.0,4.0,1.0,1.0,4.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,75.0,151.0,647.3,3.0,15.0,0.33,1720.9199999999998,344.184,15.0
14833,3.0,1.0,21.0,7.0,4.0,1.0,1.0,4.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,50.0,173.0,647.3,1.2,0.0,1.67,416.89,83.378,0.0
14835,3.0,1.0,21.0,7.0,4.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,100.0,179.0,647.3,0.6,2.64,0.9,407.65999999999997,81.53200000000001,2.64
14840,3.0,1.0,21.0,7.0,4.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0,100.0,191.0,647.3,1.0,2.0,1.32,726.44,145.28799999999998,2.0
14842,3.0,1.0,21.0,17.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,100.0,6.0,630.76,6.0,0.0,2.34,2030.34,925.835,0.0
14843,3.0,1.0,21.0,17.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,20.0,630.76,2.0,0.0,4.79,632.4200000000001,288.384,0.0
14844,3.0,1.0,21.0,17.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,27.0,630.76,1.0,0.0,1.91,202.85999999999999,92.504,0.0
14846,3.0,1.0,21.0,17.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,41.0,630.76,3.0,0.0,0.59,633.0,288.64799999999997,0.0
14847,3.0,1.0,21.0,17.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,100.0,48.0,630.76,3.0,0.0,1.64,1962.84,895.055,0.0
14849,3.0,1.0,21.0,17.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,62.0,630.76,3.0,0.0,1.71,851.86,388.448,0.0
14852,3.0,1.0,21.0,17.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,69.0,630.76,4.0,0.0,1.05,2199.63,1003.031,0.0
14853,3.0,1.0,21.0,17.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,83.0,630.76,4.0,0.0,4.49,682.34,311.147,0.0
14855,3.0,1.0,21.0,17.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,90.0,630.76,2.0,0.0,1.25,524.51,239.17700000000002,0.0
14856,3.0,1.0,21.0,17.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,105.0,630.76,2.0,0.0,4.49,682.34,311.147,0.0
14857,3.0,1.0,21.0,17.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,113.0,630.76,2.0,0.0,1.39,306.4,139.71800000000002,0.0
14858,3.0,1.0,21.0,17.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,113.0,630.76,4.0,0.0,0.8,1538.43,701.524,0.0
14859,3.0,1.0,21.0,17.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,127.0,630.76,4.0,0.0,1.61,1906.45,869.341,0.0
14861,3.0,1.0,21.0,17.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,134.0,630.76,6.0,0.0,3.68,2497.48,1138.851,0.0
14863,3.0,1.0,21.0,17.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,148.0,630.76,10.614753325272067,0.0,2.69,1443.22,658.108,0.0
14866,3.0,1.0,21.0,17.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,100.0,155.0,630.76,4.0,0.0,1.3,1222.91,557.6469999999999,0.0
14867,3.0,1.0,21.0,17.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,155.0,630.76,6.0,0.0,3.81,3591.8,1637.861,0.0
14869,3.0,1.0,21.0,17.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,169.0,630.76,2.0,0.0,2.11,238.23000000000002,108.633,0.0
14870,3.0,1.0,21.0,17.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,176.0,630.76,2.0,0.0,2.16,138.97,63.36999999999999,0.0
14871,3.0,1.0,21.0,17.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,190.0,630.76,4.0,0.0,4.54,956.4100000000001,436.123,0.0
14873,3.0,1.0,21.0,17.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,197.0,630.76,3.0,0.0,1.29,872.1800000000001,397.714,0.0
14876,3.0,1.0,21.0,17.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,211.0,630.76,4.0,0.0,1.83,2078.2999999999997,947.705,0.0
14877,3.0,1.0,21.0,17.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,211.0,630.76,2.0,0.0,0.45,890.68,406.15000000000003,0.0
14881,3.0,2.0,1.0,5.0,7.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,99.0,659.45,3.0,0.0,3.46,857.89,37.747,0.0
14882,3.0,2.0,1.0,5.0,7.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,100.0,103.0,659.45,1.0,0.0,0.55,83.5,3.6740000000000004,0.0
14884,3.0,2.0,1.0,5.0,7.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,100.0,103.0,659.45,4.0,0.0,0.5,1389.71,61.147,0.0
14885,3.0,2.0,1.0,5.0,7.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,100.0,117.0,659.45,2.0,0.0,1.19,116.08,5.108,0.0
14889,3.0,2.0,1.0,5.0,7.0,2.0,1.0,3.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,130.0,659.45,4.0,0.0,1.52,391.17,17.211000000000002,0.0
14891,3.0,2.0,1.0,5.0,7.0,1.0,1.0,4.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,154.0,659.45,10.0,0.0,0.79,425.34000000000003,18.715,0.0
14893,3.0,2.0,1.0,5.0,7.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,164.0,659.45,3.0,0.0,3.7,395.65999999999997,17.409,0.0
14896,3.0,2.0,1.0,5.0,7.0,1.0,1.0,6.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,186.0,659.45,12.0,0.0,1.33,2193.4300000000003,96.511,0.0
14898,3.0,2.0,1.0,12.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,100.0,5.0,765.66,1.32,0.0,1.98,407.86,17.946,0.0
14901,3.0,2.0,1.0,12.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,100.0,21.0,765.66,1.32,0.0,0.33,375.1,16.504,0.0
14902,3.0,2.0,1.0,12.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,100.0,21.0,765.66,2.64,0.0,0.98,483.04,21.254,0.0
14907,3.0,2.0,1.0,12.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,29.0,765.66,0.6,0.0,4.85,145.2,6.389,0.0
14908,3.0,2.0,1.0,12.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,100.0,45.0,765.66,4.32,0.0,1.15,482.48,21.229,0.0
14912,3.0,2.0,1.0,12.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,100.0,53.0,765.66,3.96,0.0,1.35,693.8199999999999,30.528,0.0
14915,3.0,2.0,1.0,12.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,100.0,69.0,765.66,1.32,0.0,1.24,346.79,15.259,0.0
14920,3.0,2.0,1.0,12.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,100.0,77.0,765.66,1.32,0.0,1.16,353.17,15.539,0.0
14927,3.0,2.0,1.0,12.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,100.0,101.0,765.66,0.6,0.0,4.59,410.32,18.054,0.0
14930,3.0,2.0,1.0,12.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,100.0,119.0,765.66,0.64,0.0,1.45,84.86,3.734,0.0
14934,3.0,2.0,1.0,12.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,100.0,127.0,765.66,5.28,0.0,1.83,860.06,37.842999999999996,0.0
14943,3.0,2.0,1.0,12.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,100.0,151.0,765.66,3.96,0.0,2.13,241.18,10.611999999999998,0.0
14946,3.0,2.0,1.0,12.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,100.0,167.0,765.66,4.32,0.0,2.52,575.19,25.308000000000003,0.0
14951,3.0,2.0,1.0,12.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,100.0,175.0,765.66,4.64,0.0,0.63,816.62,35.931000000000004,0.0
14955,3.0,2.0,1.0,12.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,100.0,191.0,765.66,10.56,0.0,0.34,2049.19,90.16400000000002,0.0
14964,3.0,2.0,1.0,12.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,100.0,223.0,765.66,1.28,0.0,1.26,217.70999999999998,9.579,0.0
14977,3.0,2.0,1.0,18.0,1.0,1.0,1.0,6.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,100.0,14.0,791.89,4.0,0.0,0.77,419.1,18.44,0.0
14981,3.0,2.0,1.0,18.0,1.0,1.0,1.0,4.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,20.0,791.89,5.0,0.0,0.65,773.34,34.026999999999994,0.0
14990,3.0,2.0,1.0,18.0,1.0,1.0,1.0,4.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,57.0,791.89,2.5,0.0,1.74,283.7,12.483,0.0
15045,3.0,2.0,2.0,3.0,12.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,50.0,45.0,1079.7,6.22,0.0,2.08,259.67,49.857,0.0
15050,3.0,2.0,2.0,3.0,12.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,25.0,51.0,1079.7,1.44,0.0,0.7,129.23000000000002,24.811999999999998,0.0
15058,3.0,2.0,2.0,3.0,12.0,1.0,1.0,2.0,4.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,25.0,63.0,1079.7,0.75,0.0,1.59,122.99,23.614,0.0
15105,3.0,2.0,2.0,25.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,100.0,4.0,618.06,5.0,0.0,2.02,762.72,146.442,0.0
15108,3.0,2.0,2.0,25.0,2.0,1.0,1.0,2.0,3.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,4.0,618.06,3.33,0.0,2.38,190.28,36.534,0.0
15111,3.0,2.0,2.0,25.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,100.0,12.0,618.06,0.7,0.0,1.37,370.11,71.06099999999999,0.0
15114,3.0,2.0,2.0,25.0,2.0,1.0,1.0,4.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,100.0,16.0,618.06,3.0,0.0,2.52,856.81,164.508,0.0
15115,3.0,2.0,2.0,25.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,90.0,24.0,618.06,6.7,0.0,1.93,1401.0500000000002,269.002,0.0
15125,3.0,2.0,2.0,25.0,2.0,1.0,1.0,4.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,90.0,28.0,618.06,5.0,0.0,3.05,599.51,115.106,0.0
15126,3.0,2.0,2.0,25.0,2.0,1.0,1.0,4.0,4.0,2.0,2.0,1.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,90.0,28.0,618.06,8.0,0.0,1.21,865.63,166.201,0.0
15127,3.0,2.0,2.0,25.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,100.0,36.0,618.06,12.0,0.0,3.09,2153.2799999999997,413.43000000000006,0.0
15128,3.0,2.0,2.0,25.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,100.0,36.0,618.06,6.0,0.0,3.33,1232.15,236.573,0.0
15129,3.0,2.0,2.0,25.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,36.0,618.06,3.6,0.0,0.67,700.94,134.58,0.0
15132,3.0,2.0,2.0,25.0,2.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,85.0,41.0,618.06,5.0,0.0,0.11,941.89,180.843,0.0
15137,3.0,2.0,2.0,25.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,100.0,49.0,618.06,1.8,0.0,2.77,174.89000000000001,33.579,0.0
15138,3.0,2.0,2.0,25.0,2.0,1.0,1.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,100.0,49.0,618.06,1.95,0.0,3.23,189.70999999999998,36.424,0.0
15141,3.0,2.0,2.0,25.0,2.0,1.0,1.0,6.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,49.0,618.06,5.67,0.0,0.47,1700.72,326.53799999999995,0.0
15142,3.0,2.0,2.0,25.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,100.0,53.0,618.06,3.0,0.0,1.04,716.53,137.57399999999998,0.0
15145,3.0,2.0,2.0,25.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,100.0,61.0,618.06,2.5,0.0,0.23,1173.49,225.31,0.0
15147,3.0,2.0,2.0,25.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,100.0,65.0,618.06,3.0,0.0,4.56,290.53,55.782,0.0
15151,3.0,2.0,2.0,25.0,2.0,1.0,1.0,4.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,100.0,73.0,618.06,8.0,0.0,0.67,1615.24,310.126,0.0
15154,3.0,2.0,2.0,25.0,2.0,1.0,1.0,5.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,100.0,77.0,618.06,2.4,0.0,2.3,536.4200000000001,102.993,0.0
15156,3.0,2.0,2.0,25.0,2.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,90.0,85.0,618.06,8.0,0.0,0.83,1345.18,258.275,0.0
15159,3.0,2.0,2.0,25.0,2.0,1.0,1.0,4.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,33.0,85.0,618.06,9.0,0.0,2.4,1337.2,256.74199999999996,0.0
15162,3.0,2.0,2.0,25.0,2.0,1.0,1.0,4.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,100.0,91.0,618.06,4.0,0.0,4.91,726.14,139.419,0.0
15169,3.0,2.0,2.0,25.0,2.0,1.0,1.0,6.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,100.0,103.0,618.06,2.33,0.0,1.37,345.37,66.31099999999999,0.0
15171,3.0,2.0,2.0,25.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,90.0,111.0,618.06,6.6,0.0,1.78,1909.1299999999999,366.55299999999994,0.0
15173,3.0,2.0,2.0,25.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,90.0,115.0,618.06,3.3,0.0,2.38,856.21,164.392,0.0
15174,3.0,2.0,2.0,25.0,2.0,1.0,1.0,3.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,100.0,115.0,618.06,1.37,5.0,1.5,815.78,156.63,5.0
15176,3.0,2.0,2.0,25.0,2.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,90.0,123.0,618.06,5.0,0.0,1.93,1998.45,383.702,0.0
15181,3.0,2.0,3.0,2.0,1.0,1.0,1.0,3.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,100.0,5.0,717.09,6.15,0.0,1.5925029324190205,637.11,220.44000000000003,0.0
15185,3.0,2.0,3.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,100.0,53.0,717.09,20.0,0.0,3.23,1100.26,380.69,0.0
15186,3.0,2.0,3.0,2.0,1.0,1.0,1.0,3.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,53.0,717.09,12.0,0.0,2.66,1049.5,363.12699999999995,0.0
15187,3.0,2.0,3.0,2.0,1.0,1.0,1.0,8.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,3.0,100.0,59.0,717.09,1.025,0.0,2.93,196.13,67.861,0.0
15188,3.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,5.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,71.0,717.09,7.0,0.0,4.85,620.97,214.85600000000002,0.0
15191,3.0,2.0,3.0,2.0,1.0,1.0,1.0,8.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,71.0,717.09,2.0,0.0,4.65,859.77,297.48,0.0
15193,3.0,2.0,3.0,2.0,1.0,1.0,1.0,6.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,100.0,77.0,717.09,2.0,0.0,1.23,563.41,194.94,0.0
15194,3.0,2.0,3.0,2.0,1.0,1.0,1.0,6.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,77.0,717.09,3.0,0.0,0.89,548.47,189.77100000000002,0.0
15195,3.0,2.0,3.0,2.0,1.0,2.0,1.0,5.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,89.0,717.09,0.78,0.0,3.39,376.02,130.103,0.0
