,Region,Zone,District,Enumeration area,Head Sex,Holder Number,PARCEL,Field,part,Field Type,CROP,OWN TYPE,Packed under extension?,Used Irrigation?,Prevention for soil erosion?,Measure for Errosion,SEEDTYPE,DAMAGE,Damage measure,Damage type,Ferilizer,Double cropping?,Previous state of field,Percent share of mixed crops,Land Utilization,Farmers Association,Household Number,Enumeration area sample weight,Weight of Indigenous seed,Closure error,Area in Square meter,Production Of Condition in Kg
1,1.0,1.0,2.0,3.0,1.0,1.0,1.0,4.0,1.0,1.0,6.0,1.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,5.0,7.0,208.58,5.92,188.0,4114.2699999999995,514.2840000000001
2,1.0,1.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,6.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,5.0,7.0,208.58,7.4,33.0,4281.03,535.129
3,1.0,1.0,2.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,6.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,5.0,7.0,208.58,5.18,128.0,3314.16,414.27
5,1.0,1.0,2.0,3.0,1.0,1.0,1.0,4.0,1.0,1.0,6.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,5.0,8.0,208.58,8.88,250.0,3848.01,481.00100000000003
6,1.0,1.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,6.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,5.0,8.0,208.58,8.88,134.0,3748.2900000000004,468.536
7,1.0,1.0,2.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,6.0,1.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,5.0,8.0,208.58,5.92,94.0,1924.35,240.544
8,1.0,1.0,2.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,6.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,5.0,15.0,208.58,5.92,471.0,2353.0699999999997,294.13399999999996
10,1.0,1.0,2.0,3.0,2.0,1.0,1.0,3.0,1.0,1.0,6.0,1.0,2.0,2.0,2.0,4.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,5.0,19.0,208.58,2.96,99.0,1659.8799999999999,207.485
11,1.0,1.0,2.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,6.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,5.0,19.0,208.58,6.41,42.0,3515.07,439.384
12,1.0,1.0,2.0,3.0,1.0,1.0,1.0,4.0,1.0,1.0,6.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,5.0,23.0,208.58,2.96,70.0,998.4899999999999,124.811
14,1.0,1.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,6.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,5.0,23.0,208.58,4.44,208.0,1827.23,228.404
15,1.0,1.0,2.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,6.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,5.0,23.0,208.58,3.7,125.0,1327.85,165.98099999999997
17,1.0,1.0,2.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,6.0,2.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,5.0,26.0,208.58,8.88,302.0,4034.47,504.309
18,1.0,1.0,2.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,6.0,1.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,5.0,26.0,208.58,4.44,187.0,895.6,111.94999999999999
19,1.0,1.0,2.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,6.0,1.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,5.0,26.0,208.58,4.44,74.0,450.88000000000005,56.36
20,1.0,1.0,2.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,6.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,5.0,27.0,208.58,12.509210509400612,50.0,1872.8700000000001,234.10900000000004
21,1.0,1.0,2.0,3.0,1.0,1.0,6.0,1.0,1.0,1.0,6.0,1.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,5.0,27.0,208.58,7.4,292.0,2910.71,363.839
22,1.0,1.0,2.0,3.0,1.0,1.0,7.0,1.0,1.0,1.0,6.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,5.0,27.0,208.58,5.4,129.0,2232.3399999999997,279.04299999999995
23,1.0,1.0,2.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,6.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,5.0,28.0,208.58,8.14,400.0,3805.8399999999997,475.72999999999996
24,1.0,1.0,2.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0,6.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,5.0,28.0,208.58,12.509210509400612,307.0,977.1199999999999,122.14
25,1.0,1.0,2.0,3.0,1.0,1.0,4.0,1.0,1.0,1.0,6.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,5.0,28.0,208.58,8.88,128.8621416737788,3805.8399999999997,475.72999999999996
26,1.0,1.0,2.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,6.0,1.0,2.0,2.0,1.0,4.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,5.0,32.0,208.58,3.7,71.0,2065.0,258.125
27,1.0,1.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,6.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,5.0,37.0,208.58,14.8,93.0,3662.28,457.78499999999997
29,1.0,1.0,2.0,3.0,1.0,1.0,6.0,1.0,1.0,1.0,6.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,5.0,37.0,208.58,8.88,32.0,5686.47,710.809
30,1.0,1.0,2.0,3.0,1.0,1.0,7.0,1.0,1.0,1.0,6.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,5.0,37.0,208.58,11.1,128.8621416737788,3805.8399999999997,475.72999999999996
31,1.0,1.0,2.0,3.0,2.0,1.0,4.0,1.0,1.0,1.0,6.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,5.0,39.0,208.58,4.44,173.0,1462.25,182.781
32,1.0,1.0,2.0,3.0,2.0,1.0,5.0,1.0,1.0,1.0,6.0,1.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,5.0,39.0,208.58,7.4,51.0,4134.14,516.768
33,1.0,1.0,2.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,6.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,5.0,39.0,208.58,5.92,125.0,2031.4099999999999,253.92600000000002
35,1.0,1.0,2.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,6.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,5.0,63.0,208.58,5.18,333.0,2831.93,353.991
36,1.0,1.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,6.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,5.0,63.0,208.58,4.44,46.0,1700.3,212.53799999999998
37,1.0,1.0,2.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,6.0,1.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,5.0,88.0,208.58,4.44,35.0,1629.36,203.67000000000002
38,1.0,1.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,6.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,5.0,88.0,208.58,4.26,46.0,2172.24,271.53000000000003
39,1.0,1.0,2.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,6.0,1.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,5.0,88.0,208.58,4.26,45.0,2171.29,271.411
41,1.0,1.0,2.0,3.0,2.0,1.0,1.0,5.0,1.0,1.0,6.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,5.0,96.0,208.58,4.44,151.0,1633.82,204.22799999999998
42,1.0,1.0,2.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,6.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,5.0,96.0,208.58,5.18,134.0,1739.82,217.478
43,1.0,1.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,6.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,5.0,112.0,208.58,8.88,135.0,3759.1200000000003,469.89
45,1.0,1.0,2.0,3.0,1.0,1.0,1.0,4.0,1.0,1.0,6.0,1.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,5.0,128.0,208.58,4.44,229.0,736.62,92.078
46,1.0,1.0,2.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,6.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,5.0,128.0,208.58,12.509210509400612,32.0,2142.15,267.769
47,1.0,1.0,2.0,3.0,1.0,1.0,4.0,1.0,1.0,1.0,6.0,2.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,5.0,128.0,208.58,8.14,156.0,5088.099999999999,636.013
48,1.0,1.0,2.0,3.0,1.0,1.0,5.0,1.0,1.0,1.0,6.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,5.0,128.0,208.58,5.92,24.0,3512.09,439.01099999999997
49,1.0,1.0,2.0,3.0,1.0,1.0,5.0,2.0,1.0,1.0,6.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,5.0,128.0,208.58,7.4,128.8621416737788,3805.8399999999997,475.72999999999996
51,1.0,1.0,2.0,3.0,1.0,1.0,1.0,4.0,1.0,1.0,6.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,5.0,136.0,208.58,8.52,88.0,3573.23,446.654
52,1.0,1.0,2.0,3.0,1.0,1.0,4.0,1.0,1.0,1.0,6.0,2.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,5.0,136.0,208.58,8.88,128.8621416737788,3805.8399999999997,475.72999999999996
53,1.0,1.0,2.0,3.0,1.0,1.0,5.0,1.0,1.0,1.0,6.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,5.0,136.0,208.58,8.88,128.8621416737788,3805.8399999999997,475.72999999999996
54,1.0,1.0,2.0,3.0,1.0,1.0,6.0,1.0,1.0,1.0,6.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,5.0,136.0,208.58,8.88,128.8621416737788,3805.8399999999997,475.72999999999996
55,1.0,1.0,2.0,3.0,1.0,1.0,7.0,1.0,1.0,1.0,6.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,5.0,136.0,208.58,8.88,128.8621416737788,3805.8399999999997,475.72999999999996
57,1.0,1.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,6.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,5.0,156.0,208.58,7.4,33.0,5247.94,655.9929999999999
58,1.0,1.0,2.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0,6.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,5.0,156.0,208.58,7.4,14.0,5329.41,666.1759999999999
60,1.0,1.0,2.0,3.0,1.0,1.0,5.0,1.0,1.0,1.0,6.0,2.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,5.0,167.0,208.58,8.88,128.8621416737788,3805.8399999999997,475.72999999999996
61,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,6.0,1.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,9.0,1.0,268.33,6.08,90.0,3797.81,698.797
62,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,6.0,1.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,9.0,1.0,268.33,6.08,90.0,3072.2,565.285
64,1.0,1.0,2.0,1.0,2.0,1.0,1.0,4.0,1.0,1.0,6.0,1.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,9.0,1.0,268.33,3.0,15.0,1623.39,298.704
65,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,6.0,1.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,9.0,1.0,268.33,8.0,349.0,4824.74,887.7520000000001
66,1.0,1.0,2.0,1.0,2.0,1.0,4.0,2.0,1.0,1.0,6.0,1.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,9.0,1.0,268.33,5.5,18.0,2250.97,414.178
67,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,6.0,1.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,9.0,5.0,268.33,8.48,187.0,2320.8599999999997,427.038
69,1.0,1.0,2.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,6.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,9.0,5.0,268.33,8.16,71.0,3557.5099999999998,654.5820000000001
70,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,6.0,1.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,9.0,5.0,268.33,5.44,164.0,2162.8,397.955
71,1.0,1.0,2.0,1.0,2.0,3.0,1.0,2.0,1.0,1.0,6.0,1.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,9.0,5.0,268.33,8.5,95.0,3020.6499999999996,555.8
73,1.0,1.0,2.0,1.0,2.0,1.0,1.0,4.0,1.0,1.0,6.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,9.0,13.0,268.33,3.4,68.0,2345.3199999999997,431.539
75,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,6.0,2.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,1.0,1.0,4.0,100.0,1.0,9.0,17.0,268.33,5.44,362.0,3205.6600000000003,589.841
76,1.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,6.0,2.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,1.0,1.0,4.0,100.0,1.0,9.0,17.0,268.33,5.44,84.0,2885.2400000000002,530.884
77,1.0,1.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,6.0,2.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,2.0,2.0,1.0,4.0,100.0,1.0,9.0,17.0,268.33,4.08,147.0,2286.64,420.742
78,1.0,1.0,2.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,6.0,2.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,2.0,2.0,1.0,4.0,100.0,1.0,9.0,17.0,268.33,8.16,127.0,5071.759999999999,933.2040000000001
79,1.0,1.0,2.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,6.0,2.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,100.0,1.0,9.0,17.0,268.33,5.44,121.0,2729.47,502.222
81,1.0,1.0,2.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,6.0,1.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,9.0,30.0,268.33,3.0,109.0,2007.0,369.288
82,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,6.0,1.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,9.0,30.0,268.33,5.8,27.0,2563.66,471.713
84,1.0,1.0,2.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,6.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,9.0,38.0,268.33,6.8,95.0,2802.6400000000003,515.686
85,1.0,1.0,2.0,1.0,2.0,1.0,5.0,2.0,1.0,1.0,6.0,1.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,9.0,38.0,268.33,4.5,242.0,1943.6200000000001,357.626
87,1.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,6.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,9.0,42.0,268.33,9.52,225.0,3818.21,702.5509999999999
88,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,6.0,1.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,9.0,42.0,268.33,10.88,29.0,5147.589999999999,947.1569999999999
89,1.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,6.0,2.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,9.0,42.0,268.33,16.32,128.8621416737788,3797.81,698.797
91,1.0,1.0,2.0,1.0,2.0,1.0,1.0,4.0,1.0,1.0,6.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,9.0,58.0,268.33,2.04,236.0,792.82,145.879
93,1.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,6.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,9.0,62.0,268.33,4.08,184.0,287.87,52.968
94,1.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,6.0,2.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,9.0,62.0,268.33,4.08,60.0,1649.17,303.447
95,1.0,1.0,2.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,6.0,2.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,9.0,62.0,268.33,6.12,119.0,4165.8099999999995,766.5089999999999
96,1.0,1.0,2.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,6.0,2.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,9.0,62.0,268.33,4.76,161.0,1995.73,367.214
98,1.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,6.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,9.0,70.0,268.33,5.44,146.0,3870.27,712.13
99,1.0,1.0,2.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,6.0,1.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,9.0,70.0,268.33,8.16,44.0,3797.81,698.797
100,1.0,1.0,2.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,6.0,1.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,2.0,1.0,4.0,100.0,1.0,9.0,70.0,268.33,4.08,83.0,3382.52,622.384
102,1.0,1.0,2.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,6.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,9.0,74.0,268.33,8.16,7.0,3764.2599999999998,692.624
103,1.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,6.0,1.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,9.0,74.0,268.33,10.2,32.0,4395.8,808.827
104,1.0,1.0,2.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,6.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,9.0,74.0,268.33,10.2,127.0,4176.8,768.531
105,1.0,1.0,2.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,6.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,9.0,74.0,268.33,10.2,243.0,3737.34,687.671
106,1.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,6.0,1.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,100.0,1.0,9.0,82.0,268.33,6.5,182.0,3206.6,590.0139999999999
108,1.0,1.0,2.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,6.0,2.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,9.0,82.0,268.33,12.25,124.0,4287.77,788.95
110,1.0,1.0,2.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,6.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,9.0,86.0,268.33,3.08,134.0,991.6700000000001,182.467
113,1.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,6.0,2.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,9.0,94.0,268.33,2.0,269.0,638.05,117.401
114,1.0,1.0,2.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,6.0,2.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,9.0,94.0,268.33,2.5,104.0,648.1,119.25000000000001
115,1.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,6.0,2.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,9.0,94.0,268.33,16.25,457.0,3797.81,698.797
117,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,6.0,1.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,9.0,102.0,268.33,8.0,399.0,3797.81,698.797
121,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,6.0,1.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,9.0,118.0,268.33,4.08,16.0,550.72,101.332
123,1.0,1.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,6.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,18.0,6.0,261.2,8.0,403.0,1257.71,265.377
124,1.0,1.0,2.0,2.0,1.0,1.0,1.0,7.0,1.0,1.0,6.0,1.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,18.0,6.0,261.2,20.0,226.0,1499.3999999999999,316.373
126,1.0,1.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,6.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,18.0,19.0,261.2,20.0,166.0,5691.79,1200.9679999999998
127,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,6.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,1.0,18.0,31.0,261.2,10.0,139.0,1239.32,261.497
129,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,6.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,18.0,39.0,261.2,20.0,96.0,1317.05,277.89799999999997
132,1.0,1.0,2.0,2.0,1.0,1.0,1.0,6.0,1.0,1.0,6.0,1.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,18.0,39.0,261.2,30.0,450.0,3590.89,757.6779999999999
133,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,6.0,2.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,2.0,2.0,1.0,4.0,100.0,1.0,18.0,39.0,261.2,27.0,42.0,4820.59,1017.144
135,1.0,1.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,6.0,1.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,18.0,43.0,261.2,20.0,57.0,4837.179999999999,1020.645
136,1.0,1.0,2.0,2.0,1.0,1.0,1.0,6.0,1.0,1.0,6.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,18.0,43.0,261.2,15.65,161.0,3263.92,688.687
137,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,6.0,1.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,18.0,43.0,261.2,15.0,128.0,4435.82,935.958
138,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,6.0,1.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,18.0,52.0,261.2,15.0,91.0,3043.5499999999997,642.1890000000001
