,Region,Zone,District,Farmers Association,Enumeration Area,Head sex,Holder id,Parcel,Field,Field Type,CROP,Ownership,Extenstion Program,Irrigation used?,Is the Soil Erosion,Measures taken to prevent Soil Erosion,SEED TYPE,Is there Damage?,Measure taken to prevent damage,Damage measure taken type,Fertilizer Used?,Fertilizer Type,How many times do you produce crops,What was the field used for?,APERCENT,Household Id,Sampling Weight,Weight of non-improved seed,"If Chemical Fertilizer,Quantity in KG",CERROR,Area in Square meter,Production Of Condition in Kg,Fertilizer Quantity
30824,3.0,6.0,10.0,6.0,4.0,1.0,1.0,7.0,1.0,1.0,8.0,2.0,2.0,2.0,1.0,5.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,100.0,97.0,463.36,50.75,75.0,0.23,3761.03,383.625,75.0
30837,3.0,6.0,10.0,6.0,4.0,1.0,1.0,1.0,2.0,1.0,8.0,1.0,2.0,2.0,1.0,5.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,100.0,144.0,463.36,29.0,25.0,0.36,1247.8400000000001,127.27999999999999,25.0
30854,3.0,6.0,10.0,6.0,4.0,1.0,1.0,4.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,5.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,100.0,172.0,463.36,50.0,25.0,0.48,2199.6,224.359,25.0
30859,3.0,6.0,10.0,13.0,4.0,1.0,1.0,2.0,1.0,1.0,8.0,1.0,1.0,2.0,1.0,5.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,100.0,2.0,484.85,25.0,25.0,2.2,1591.74,397.935,25.0
30861,3.0,6.0,10.0,13.0,4.0,1.0,1.0,3.0,1.0,1.0,8.0,2.0,1.0,2.0,1.0,5.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,100.0,2.0,484.85,90.0,100.0,1.79,2161.2000000000003,540.3000000000001,100.0
30867,3.0,6.0,10.0,13.0,4.0,1.0,1.0,1.0,10.0,1.0,8.0,1.0,1.0,2.0,1.0,5.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,100.0,21.0,484.85,100.0,25.0,0.32,3685.37,921.3429999999998,25.0
30869,3.0,6.0,10.0,13.0,4.0,1.0,1.0,1.0,2.0,1.0,8.0,2.0,1.0,2.0,1.0,5.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,100.0,34.0,484.85,29.2,25.0,4.56,860.4000000000001,215.10000000000002,25.0
30870,3.0,6.0,10.0,13.0,4.0,1.0,1.0,2.0,1.0,1.0,8.0,2.0,1.0,2.0,1.0,5.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,100.0,34.0,484.85,10.614753325272067,100.0,1.44,1482.27,370.568,100.0
30871,3.0,6.0,10.0,13.0,4.0,1.0,1.0,3.0,1.0,1.0,8.0,2.0,1.0,2.0,1.0,5.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,100.0,34.0,484.85,10.614753325272067,75.999,2.14,2740.0200000000004,685.005,75.999
30872,3.0,6.0,10.0,13.0,4.0,1.0,1.0,4.0,1.0,1.0,8.0,2.0,1.0,2.0,1.0,5.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,100.0,34.0,484.85,80.0,75.1,2.11,3003.3700000000003,750.843,75.1
30880,3.0,6.0,10.0,13.0,4.0,1.0,1.0,1.0,6.0,2.0,8.0,1.0,2.0,2.0,1.0,5.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,75.0,52.0,484.85,1.46,0.0,0.68,158.03,39.507999999999996,0.0
30882,3.0,6.0,10.0,13.0,4.0,1.0,1.0,2.0,1.0,1.0,8.0,1.0,1.0,2.0,1.0,5.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,100.0,52.0,484.85,100.0,50.0,0.57,1524.75,381.188,50.0
30883,3.0,6.0,10.0,13.0,4.0,1.0,1.0,2.0,2.0,1.0,8.0,1.0,1.0,2.0,1.0,5.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,100.0,52.0,484.85,7.35,8.82,0.45,357.02,89.255,8.82
30895,3.0,6.0,10.0,13.0,4.0,1.0,1.0,6.0,1.0,1.0,8.0,2.0,1.0,2.0,1.0,5.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,100.0,76.0,484.85,75.0,50.0,1.71,1706.6899999999998,426.673,50.0
30898,3.0,6.0,10.0,13.0,4.0,1.0,1.0,2.0,1.0,1.0,8.0,1.0,1.0,2.0,1.0,5.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,100.0,89.0,484.85,150.0,125.0,0.45,5267.78,1316.9450000000002,125.0
30899,3.0,6.0,10.0,13.0,4.0,1.0,1.0,3.0,1.0,1.0,8.0,2.0,1.0,2.0,1.0,5.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,100.0,89.0,484.85,100.0,125.0,0.83,4892.349999999999,1223.0880000000002,125.0
30907,3.0,6.0,10.0,13.0,4.0,1.0,1.0,2.0,1.0,1.0,8.0,1.0,1.0,2.0,1.0,5.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,100.0,108.0,484.85,100.0,175.0,0.63,3102.78,775.695,175.0
30911,3.0,6.0,10.0,13.0,4.0,1.0,1.0,5.0,1.0,1.0,8.0,2.0,1.0,2.0,1.0,5.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,100.0,108.0,484.85,200.0,100.0,2.32,3338.14,834.535,100.0
30914,3.0,6.0,10.0,13.0,4.0,1.0,1.0,3.0,1.0,1.0,8.0,2.0,1.0,2.0,1.0,5.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,100.0,114.0,484.85,10.614753325272067,75.0,0.88,5211.400000000001,1302.85,75.0
30915,3.0,6.0,10.0,13.0,4.0,1.0,1.0,4.0,1.0,1.0,8.0,2.0,1.0,2.0,1.0,5.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,100.0,114.0,484.85,61.2,50.0,1.96,2547.86,636.965,50.0
30916,3.0,6.0,10.0,13.0,4.0,1.0,1.0,6.0,1.0,1.0,8.0,2.0,1.0,2.0,1.0,5.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,100.0,114.0,484.85,20.4,25.0,0.56,1667.3,416.82499999999993,25.0
30919,3.0,6.0,10.0,13.0,4.0,1.0,1.0,3.0,1.0,1.0,8.0,2.0,1.0,2.0,1.0,5.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,100.0,126.0,484.85,100.0,100.0,0.46,4353.85,1088.463,100.0
30922,3.0,6.0,10.0,13.0,4.0,1.0,1.0,6.0,1.0,1.0,8.0,2.0,1.0,2.0,1.0,5.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,100.0,126.0,484.85,58.8,50.0,0.64,3035.2200000000003,758.805,50.0
30934,3.0,6.0,10.0,13.0,4.0,1.0,1.0,4.0,1.0,1.0,8.0,1.0,1.0,2.0,1.0,5.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,100.0,155.0,484.85,175.0,100.0,2.91,3203.57,800.8929999999999,100.0
30938,3.0,6.0,10.0,13.0,4.0,1.0,1.0,2.0,1.0,1.0,8.0,1.0,1.0,2.0,1.0,5.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,100.0,167.0,484.85,200.0,150.0,1.98,2254.31,563.578,150.0
30942,3.0,6.0,10.0,13.0,4.0,1.0,1.0,5.0,1.0,1.0,8.0,1.0,1.0,2.0,1.0,5.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,100.0,167.0,484.85,100.0,50.999,2.97,2105.73,526.433,50.999
30946,3.0,6.0,10.0,13.0,4.0,1.0,1.0,2.0,2.0,1.0,8.0,1.0,1.0,2.0,1.0,5.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,100.0,173.0,484.85,100.0,75.0,2.74,3177.4799999999996,794.37,75.0
30950,3.0,6.0,10.0,18.0,8.0,1.0,1.0,3.0,1.0,1.0,8.0,1.0,1.0,2.0,1.0,5.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,4.0,100.0,22.0,540.27,45.0,64.7,1.56,1256.27,219.84699999999998,64.7
30952,3.0,6.0,10.0,18.0,8.0,1.0,1.0,4.0,1.0,1.0,8.0,1.0,1.0,2.0,1.0,5.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,100.0,22.0,540.27,72.5,69.1,1.98,2291.08,400.93899999999996,69.1
30961,3.0,6.0,10.0,18.0,8.0,1.0,1.0,5.0,1.0,1.0,8.0,1.0,1.0,2.0,1.0,5.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,100.0,34.0,540.27,114.5,62.5,2.48,4831.17,845.4550000000002,62.5
30962,3.0,6.0,10.0,18.0,8.0,1.0,1.0,6.0,1.0,1.0,8.0,2.0,1.0,2.0,1.0,5.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,100.0,34.0,540.27,10.614753325272067,31.25,3.56,3479.87,608.977,31.25
30964,3.0,6.0,10.0,18.0,8.0,1.0,1.0,1.0,4.0,1.0,8.0,1.0,2.0,2.0,1.0,5.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,40.0,540.27,14.5,0.0,0.39,621.5500000000001,108.771,0.0
30965,3.0,6.0,10.0,18.0,8.0,1.0,1.0,2.0,1.0,1.0,8.0,1.0,1.0,2.0,1.0,5.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,100.0,40.0,540.27,65.25,50.999,2.1,2769.18,484.607,50.999
30970,3.0,6.0,10.0,18.0,8.0,1.0,1.0,2.0,1.0,1.0,8.0,2.0,1.0,2.0,1.0,5.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,100.0,73.0,540.27,53.65,50.999,0.46,3291.5299999999997,576.018,50.999
30972,3.0,6.0,10.0,18.0,8.0,1.0,1.0,3.0,1.0,1.0,8.0,1.0,1.0,2.0,1.0,5.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,100.0,73.0,540.27,53.65,10.29,0.48,1166.52,204.141,10.29
30976,3.0,6.0,10.0,18.0,8.0,1.0,1.0,1.0,3.0,1.0,8.0,1.0,1.0,2.0,1.0,5.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,100.0,79.0,540.27,55.25,7.35,1.61,1966.84,344.197,7.35
30977,3.0,6.0,10.0,18.0,8.0,1.0,1.0,1.0,5.0,1.0,8.0,1.0,1.0,2.0,1.0,5.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,100.0,79.0,540.27,66.7,25.999,0.78,2801.0099999999998,490.177,25.999
30981,3.0,6.0,10.0,18.0,8.0,1.0,1.0,2.0,1.0,1.0,8.0,1.0,1.0,2.0,1.0,5.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,100.0,92.0,540.27,46.4,63.75,1.97,3600.75,630.131,63.75
30988,3.0,6.0,10.0,18.0,8.0,1.0,1.0,3.0,1.0,1.0,8.0,1.0,1.0,2.0,1.0,5.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,100.0,98.0,540.27,100.0,100.999,3.7,4459.679999999999,780.444,100.999
30994,3.0,6.0,10.0,18.0,8.0,1.0,1.0,2.0,1.0,1.0,8.0,1.0,1.0,2.0,1.0,5.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,100.0,111.0,540.27,85.55,75.999,0.68,2315.77,405.26,75.999
30997,3.0,6.0,10.0,18.0,8.0,1.0,1.0,6.0,1.0,1.0,8.0,1.0,1.0,2.0,1.0,5.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,100.0,111.0,540.27,36.25,22.05,2.31,1147.63,200.835,22.05
31001,3.0,6.0,10.0,18.0,8.0,1.0,1.0,2.0,1.0,1.0,8.0,1.0,1.0,2.0,1.0,5.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,100.0,117.0,540.27,67.42,50.999,1.81,1812.0,317.1,50.999
31008,3.0,6.0,10.0,18.0,8.0,1.0,1.0,6.0,1.0,1.0,8.0,2.0,1.0,2.0,1.0,5.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,4.0,100.0,129.0,540.27,88.45,50.999,2.2,2704.14,473.22499999999997,50.999
31009,3.0,6.0,10.0,18.0,8.0,1.0,1.0,7.0,1.0,1.0,8.0,2.0,1.0,2.0,1.0,5.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,4.0,100.0,129.0,540.27,88.45,50.999,0.74,2861.6000000000004,500.78000000000003,50.999
31013,3.0,6.0,10.0,18.0,8.0,1.0,1.0,4.0,1.0,1.0,8.0,1.0,1.0,2.0,1.0,5.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,100.0,135.0,540.27,10.614753325272067,50.999,0.9,4679.5199999999995,818.9159999999999,50.999
31019,3.0,6.0,10.0,18.0,8.0,1.0,1.0,2.0,1.0,1.0,8.0,2.0,1.0,2.0,1.0,5.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,4.0,100.0,168.0,540.27,85.55,25.999,0.66,2671.62,467.53400000000005,25.999
31020,3.0,6.0,10.0,18.0,8.0,1.0,1.0,3.0,1.0,1.0,8.0,2.0,1.0,2.0,1.0,5.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,100.0,168.0,540.27,114.55,62.5,1.2,3296.8999999999996,576.958,62.5
31021,3.0,6.0,10.0,18.0,8.0,1.0,1.0,4.0,1.0,1.0,8.0,1.0,1.0,2.0,1.0,5.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,100.0,168.0,540.27,120.0,50.999,0.45,4692.06,821.111,50.999
31027,3.0,6.0,10.0,18.0,8.0,1.0,1.0,2.0,1.0,1.0,8.0,1.0,1.0,2.0,1.0,5.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,100.0,174.0,540.27,32.2,5.88,1.39,2489.69,435.69599999999997,5.88
31028,3.0,6.0,10.0,18.0,8.0,1.0,1.0,3.0,1.0,1.0,8.0,1.0,1.0,2.0,1.0,5.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,4.0,100.0,174.0,540.27,47.85,8.82,1.17,3006.71,526.1740000000001,8.82
31030,3.0,6.0,10.0,18.0,8.0,1.0,1.0,2.0,1.0,1.0,8.0,2.0,2.0,2.0,1.0,5.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,100.0,187.0,540.27,21.75,0.0,4.0,2512.86,439.751,0.0
31036,3.0,6.0,11.0,6.0,3.0,1.0,1.0,1.0,11.0,1.0,8.0,1.0,2.0,2.0,1.0,5.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,100.0,6.0,453.8,3.2,3.0,3.44,670.2800000000001,178.965,3.0
31037,3.0,6.0,11.0,6.0,3.0,1.0,1.0,2.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,100.0,6.0,453.8,200.0,150.0,4.45,4719.62,1260.1390000000001,150.0
31038,3.0,6.0,11.0,6.0,3.0,1.0,1.0,3.0,2.0,1.0,8.0,1.0,2.0,2.0,1.0,5.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,100.0,6.0,453.8,100.0,75.0,1.82,3289.5400000000004,878.3069999999999,75.0
31040,3.0,6.0,11.0,6.0,3.0,1.0,1.0,4.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,5.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,100.0,6.0,453.8,100.0,75.0,1.65,3307.76,883.172,75.0
31042,3.0,6.0,11.0,6.0,3.0,1.0,1.0,2.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,5.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,100.0,18.0,453.8,200.0,150.0,0.5,4013.06,1071.487,150.0
31043,3.0,6.0,11.0,6.0,3.0,1.0,1.0,3.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,5.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,100.0,18.0,453.8,50.0,37.5,0.22,969.73,258.918,37.5
31044,3.0,6.0,11.0,6.0,3.0,1.0,1.0,4.0,1.0,1.0,8.0,1.0,1.0,2.0,1.0,5.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,100.0,18.0,453.8,10.614753325272067,75.0,0.24,4702.740000000001,1255.632,75.0
31045,3.0,6.0,11.0,6.0,3.0,1.0,1.0,4.0,2.0,1.0,8.0,1.0,2.0,2.0,1.0,5.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,100.0,18.0,453.8,50.0,37.5,1.01,3163.15,844.561,37.5
31046,3.0,6.0,11.0,6.0,3.0,1.0,1.0,5.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,5.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,100.0,18.0,453.8,150.0,112.5,0.63,3682.57,983.2460000000001,112.5
31048,3.0,6.0,11.0,6.0,3.0,2.0,1.0,1.0,3.0,1.0,8.0,1.0,2.0,2.0,1.0,5.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,100.0,37.0,453.8,50.0,25.0,1.34,647.5200000000001,172.88799999999998,25.0
31050,3.0,6.0,11.0,6.0,3.0,1.0,1.0,2.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,5.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,100.0,44.0,453.8,250.0,175.0,1.77,5101.2,1362.02,175.0
31052,3.0,6.0,11.0,6.0,3.0,1.0,1.0,1.0,3.0,1.0,8.0,1.0,2.0,2.0,1.0,5.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,100.0,57.0,453.8,100.0,75.0,1.51,3060.41,817.1290000000001,75.0
31055,3.0,6.0,11.0,6.0,3.0,1.0,1.0,3.0,1.0,1.0,8.0,2.0,2.0,2.0,1.0,5.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,100.0,64.0,453.8,150.0,100.0,4.86,3735.4300000000003,997.3600000000001,100.0
31056,3.0,6.0,11.0,6.0,3.0,1.0,1.0,4.0,1.0,1.0,8.0,2.0,2.0,2.0,1.0,5.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,100.0,64.0,453.8,100.0,100.999,0.67,2580.8399999999997,689.084,100.999
31057,3.0,6.0,11.0,6.0,3.0,1.0,1.0,5.0,1.0,1.0,8.0,2.0,2.0,2.0,1.0,5.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,100.0,64.0,453.8,100.0,100.0,0.37,2473.35,660.384,100.0
31058,3.0,6.0,11.0,6.0,3.0,1.0,1.0,6.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,5.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,100.0,64.0,453.8,100.0,100.0,1.12,2344.74,626.046,100.0
31059,3.0,6.0,11.0,6.0,3.0,1.0,1.0,1.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,5.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,100.0,76.0,453.8,100.0,75.0,0.56,2354.59,628.676,75.0
31061,3.0,6.0,11.0,6.0,3.0,1.0,1.0,3.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,5.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,100.0,76.0,453.8,100.0,75.0,0.56,2880.34,769.051,75.0
31063,3.0,6.0,11.0,6.0,3.0,1.0,1.0,5.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,5.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,100.0,76.0,453.8,100.0,75.0,4.1,2411.98,643.999,75.0
31064,3.0,6.0,11.0,6.0,3.0,1.0,1.0,6.0,1.0,1.0,8.0,2.0,2.0,2.0,1.0,5.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,100.0,76.0,453.8,100.0,75.0,1.24,2782.67,742.9730000000001,75.0
31065,3.0,6.0,11.0,6.0,3.0,1.0,1.0,7.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,5.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,100.0,76.0,453.8,150.0,100.999,1.08,3526.66,941.618,100.999
31066,3.0,6.0,11.0,6.0,3.0,1.0,1.0,1.0,3.0,1.0,8.0,1.0,2.0,2.0,1.0,5.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,100.0,83.0,453.8,100.0,75.0,0.5,2710.79,723.7810000000001,75.0
31069,3.0,6.0,11.0,6.0,3.0,1.0,1.0,3.0,1.0,1.0,8.0,2.0,2.0,2.0,1.0,5.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,100.0,83.0,453.8,200.0,150.0,0.74,4261.82,1137.906,150.0
31070,3.0,6.0,11.0,6.0,3.0,1.0,1.0,4.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,5.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,100.0,83.0,453.8,200.0,150.0,1.18,4013.37,1071.57,150.0
31071,3.0,6.0,11.0,6.0,3.0,1.0,1.0,5.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,5.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,100.0,83.0,453.8,100.0,75.0,0.62,2909.85,776.93,75.0
31073,3.0,6.0,11.0,6.0,3.0,1.0,1.0,7.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,5.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,100.0,83.0,453.8,150.0,100.0,0.35,2938.83,784.6680000000001,100.0
31075,3.0,6.0,11.0,6.0,3.0,1.0,1.0,1.0,7.0,1.0,8.0,1.0,2.0,2.0,1.0,5.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,100.0,96.0,453.8,100.0,75.0,3.74,2404.29,641.945,75.0
31077,3.0,6.0,11.0,6.0,3.0,1.0,1.0,3.0,1.0,1.0,8.0,2.0,2.0,2.0,1.0,5.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,100.0,96.0,453.8,100.0,75.0,1.39,2940.57,785.132,75.0
31078,3.0,6.0,11.0,6.0,3.0,1.0,1.0,4.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,5.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,100.0,96.0,453.8,200.0,150.0,0.38,5247.98,1401.2110000000002,150.0
31079,3.0,6.0,11.0,6.0,3.0,1.0,1.0,5.0,1.0,1.0,8.0,2.0,2.0,2.0,1.0,5.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,100.0,96.0,453.8,100.0,75.0,0.77,2974.5,794.192,75.0
31081,3.0,6.0,11.0,6.0,3.0,1.0,1.0,2.0,1.0,1.0,8.0,2.0,2.0,2.0,1.0,5.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,100.0,102.0,453.8,200.0,150.0,0.94,4622.46,1234.197,150.0
31082,3.0,6.0,11.0,6.0,3.0,1.0,1.0,4.0,1.0,1.0,8.0,2.0,2.0,2.0,1.0,5.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,100.0,102.0,453.8,50.0,37.5,1.61,1210.01,323.073,37.5
31085,3.0,6.0,11.0,6.0,3.0,1.0,1.0,1.0,6.0,1.0,8.0,1.0,2.0,2.0,1.0,5.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,100.0,114.0,453.8,75.0,50.0,1.03,1388.44,370.713,50.0
31087,3.0,6.0,11.0,6.0,3.0,1.0,1.0,3.0,1.0,1.0,8.0,2.0,2.0,2.0,1.0,5.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,100.0,114.0,453.8,200.0,150.0,0.62,4050.12,1081.382,150.0
31088,3.0,6.0,11.0,6.0,3.0,1.0,1.0,4.0,1.0,1.0,8.0,2.0,2.0,2.0,1.0,5.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,100.0,114.0,453.8,200.0,150.0,0.9,4073.48,1087.619,150.0
31090,3.0,6.0,11.0,6.0,3.0,1.0,1.0,1.0,4.0,1.0,8.0,1.0,2.0,2.0,1.0,5.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,100.0,120.0,453.8,20.15,12.5,3.47,516.45,137.892,12.5
31093,3.0,6.0,11.0,6.0,3.0,1.0,1.0,3.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,5.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,100.0,120.0,453.8,200.0,150.0,0.15,4236.889999999999,1131.25,150.0
31096,3.0,6.0,11.0,6.0,3.0,1.0,1.0,1.0,6.0,1.0,8.0,1.0,2.0,2.0,1.0,5.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,100.0,138.0,453.8,80.0,75.0,1.53,1361.25,363.454,75.0
31097,3.0,6.0,11.0,6.0,3.0,1.0,1.0,2.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,5.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,100.0,138.0,453.8,100.0,75.0,0.34,2132.2599999999998,569.313,75.0
31098,3.0,6.0,11.0,6.0,3.0,1.0,1.0,1.0,2.0,1.0,8.0,1.0,2.0,2.0,1.0,5.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,100.0,150.0,453.8,50.0,75.0,1.12,1055.02,281.69,75.0
31103,3.0,6.0,11.0,6.0,3.0,1.0,1.0,5.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,5.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,100.0,150.0,453.8,100.0,75.0,1.08,1962.61,524.017,75.0
31105,3.0,6.0,11.0,6.0,3.0,1.0,1.0,1.0,4.0,1.0,8.0,1.0,1.0,2.0,1.0,5.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,100.0,156.0,453.8,75.0,50.0,0.55,1939.18,517.761,50.0
31107,3.0,6.0,11.0,6.0,3.0,1.0,1.0,2.0,1.0,1.0,8.0,2.0,2.0,2.0,1.0,5.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,100.0,156.0,453.8,150.0,112.5,0.26,3846.9399999999996,1027.133,112.5
31108,3.0,6.0,11.0,6.0,3.0,1.0,1.0,3.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,5.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,100.0,156.0,453.8,100.0,75.0,2.78,2768.29,739.133,75.0
31109,3.0,6.0,11.0,6.0,3.0,1.0,1.0,4.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,5.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,100.0,156.0,453.8,100.0,75.0,1.12,2361.86,630.617,75.0
31111,3.0,6.0,11.0,6.0,3.0,1.0,1.0,1.0,5.0,1.0,8.0,1.0,2.0,2.0,1.0,5.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,100.0,168.0,453.8,50.0,37.5,0.51,1953.74,521.649,37.5
31112,3.0,6.0,11.0,6.0,3.0,1.0,1.0,2.0,2.0,1.0,8.0,1.0,2.0,2.0,1.0,5.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,100.0,168.0,453.8,100.0,75.0,1.39,2161.38,577.088,75.0
31114,3.0,6.0,11.0,6.0,3.0,1.0,1.0,3.0,1.0,1.0,8.0,2.0,2.0,2.0,1.0,5.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,100.0,168.0,453.8,100.0,75.0,2.78,2768.29,739.133,75.0
