,Region,Zone,District,Farmers Association,Enumeration Area,Head sex,Holder id,Parcel,Field,Field Type,CROP,Ownership,Extenstion Program,Irrigation used?,Is the Soil Erosion,Measures taken to prevent Soil Erosion,SEED TYPE,Is there Damage?,Measure taken to prevent damage,Damage measure taken type,Fertilizer Used?,Fertilizer Type,How many times do you produce crops,What was the field used for?,APERCENT,Household Id,Sampling Weight,Weight of non-improved seed,"If Chemical Fertilizer,Quantity in KG",CERROR,Area in Square meter,Production Of Condition in Kg,Fertilizer Quantity
13218,3.0,1.0,9.0,8.0,5.0,1.0,1.0,3.0,1.0,2.0,8.0,1.0,2.0,2.0,1.0,5.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,50.0,157.0,538.79,15.0,0.0,1.38,1309.76,200.393,0.0
13220,3.0,1.0,9.0,8.0,5.0,1.0,1.0,4.0,1.0,2.0,8.0,1.0,2.0,2.0,1.0,5.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,50.0,157.0,538.79,15.0,0.0,1.89,1495.89,228.871,0.0
13224,3.0,1.0,9.0,19.0,5.0,1.0,1.0,1.0,2.0,1.0,8.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,100.0,13.0,595.2,8.0,0.0,0.96,739.5,134.589,0.0
13226,3.0,1.0,9.0,19.0,5.0,1.0,1.0,2.0,1.0,2.0,8.0,2.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,4.0,33.0,19.0,595.2,5.0,0.0,1.42,466.93,84.98100000000001,0.0
13228,3.0,1.0,9.0,19.0,5.0,1.0,1.0,3.0,1.0,1.0,8.0,2.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,4.0,100.0,19.0,595.2,6.0,0.0,3.85,987.29,179.68699999999998,0.0
13232,3.0,1.0,9.0,19.0,5.0,1.0,1.0,2.0,1.0,2.0,8.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,33.0,31.0,595.2,15.0,0.0,1.45,1043.43,189.904,0.0
13235,3.0,1.0,9.0,19.0,5.0,1.0,1.0,2.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,100.0,37.0,595.2,20.0,0.0,0.06,3109.52,565.933,0.0
13239,3.0,1.0,9.0,19.0,5.0,1.0,1.0,3.0,2.0,1.0,8.0,1.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,50.0,595.2,8.0,0.0,3.93,665.5999999999999,121.139,0.0
13240,3.0,1.0,9.0,19.0,5.0,1.0,1.0,2.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,56.0,595.2,20.0,0.0,0.81,1918.6200000000001,349.189,0.0
13245,3.0,1.0,9.0,19.0,5.0,1.0,1.0,2.0,3.0,1.0,8.0,2.0,2.0,2.0,1.0,5.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,68.0,595.2,6.0,0.0,0.38,1000.94,182.171,0.0
13247,3.0,1.0,9.0,19.0,5.0,1.0,1.0,2.0,2.0,1.0,8.0,1.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,100.0,74.0,595.2,8.4,0.0,1.46,1360.3899999999999,247.59099999999998,0.0
13252,3.0,1.0,9.0,19.0,5.0,1.0,1.0,2.0,1.0,2.0,8.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,50.0,92.0,595.2,15.0,0.0,0.33,777.62,141.52700000000002,0.0
13253,3.0,1.0,9.0,19.0,5.0,1.0,1.0,2.0,2.0,1.0,8.0,1.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,92.0,595.2,8.0,0.0,1.94,550.61,100.21100000000001,0.0
13260,3.0,1.0,9.0,19.0,5.0,1.0,1.0,3.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,5.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,111.0,595.2,14.0,0.0,1.85,1572.5700000000002,286.20799999999997,0.0
13262,3.0,1.0,9.0,19.0,5.0,1.0,1.0,2.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,131.0,595.2,40.0,0.0,4.78,3236.1,588.9699999999999,0.0
13265,3.0,1.0,9.0,19.0,5.0,1.0,1.0,1.0,4.0,1.0,8.0,1.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,100.0,144.0,595.2,1.42,0.0,1.01,246.59,44.879,0.0
13268,3.0,1.0,9.0,19.0,5.0,1.0,1.0,3.0,2.0,2.0,8.0,1.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,25.0,144.0,595.2,2.0,0.0,2.17,1188.35,216.27999999999997,0.0
13269,3.0,1.0,9.0,19.0,5.0,1.0,1.0,3.0,4.0,1.0,8.0,1.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,144.0,595.2,22.0,0.0,0.67,2086.9,379.81600000000003,0.0
13274,3.0,1.0,9.0,19.0,5.0,1.0,1.0,5.0,1.0,2.0,8.0,1.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,75.0,162.0,595.2,10.0,0.0,1.01,1308.8600000000001,238.21300000000002,0.0
13275,3.0,1.0,9.0,19.0,5.0,1.0,1.0,1.0,2.0,1.0,8.0,1.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,180.0,595.2,7.0,0.0,0.13,628.42,114.37200000000001,0.0
13276,3.0,1.0,9.0,19.0,5.0,1.0,1.0,2.0,3.0,1.0,8.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,180.0,595.2,6.0,0.0,1.23,2601.1400000000003,473.407,0.0
13278,3.0,1.0,9.0,19.0,5.0,1.0,1.0,4.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,180.0,595.2,25.0,0.0,0.74,1386.01,252.25400000000002,0.0
13283,3.0,1.0,9.0,28.0,2.0,2.0,1.0,4.0,1.0,2.0,8.0,1.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,50.0,5.0,610.0,10.0,0.0,1.38,1478.07,165.544,0.0
13287,3.0,1.0,9.0,28.0,2.0,1.0,1.0,1.0,4.0,1.0,8.0,1.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,15.0,610.0,15.0,0.0,1.0,1310.63,146.791,0.0
13297,3.0,1.0,9.0,28.0,2.0,1.0,1.0,5.0,1.0,1.0,8.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,20.0,610.0,25.0,0.0,1.74,1313.3300000000002,147.09300000000002,0.0
13299,3.0,1.0,9.0,28.0,2.0,1.0,1.0,6.0,1.0,2.0,8.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,50.0,20.0,610.0,20.0,0.0,1.5925029324190205,1182.0700000000002,132.392,0.0
13301,3.0,1.0,9.0,28.0,2.0,1.0,1.0,8.0,1.0,2.0,8.0,1.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,50.0,20.0,610.0,12.5,0.0,1.5925029324190205,1182.0700000000002,132.392,0.0
13303,3.0,1.0,9.0,28.0,2.0,2.0,1.0,1.0,3.0,2.0,8.0,1.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,95.0,30.0,610.0,30.0,0.0,0.93,2631.29,294.704,0.0
13305,3.0,1.0,9.0,28.0,2.0,1.0,1.0,1.0,1.0,2.0,8.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,50.0,35.0,610.0,20.0,0.0,1.5925029324190205,1182.0700000000002,132.392,0.0
13307,3.0,1.0,9.0,28.0,2.0,1.0,1.0,4.0,1.0,2.0,8.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,50.0,35.0,610.0,10.0,0.0,1.5925029324190205,1182.0700000000002,132.392,0.0
13315,3.0,1.0,9.0,28.0,2.0,1.0,1.0,4.0,1.0,2.0,8.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,75.0,50.0,610.0,25.0,0.0,1.5925029324190205,1182.0700000000002,132.392,0.0
13318,3.0,1.0,9.0,28.0,2.0,1.0,1.0,6.0,1.0,2.0,8.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,67.0,50.0,610.0,20.0,0.0,0.53,4301.09,481.722,0.0
13323,3.0,1.0,9.0,28.0,2.0,1.0,1.0,4.0,2.0,1.0,8.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,75.0,610.0,35.0,0.0,0.53,3635.1099999999997,407.132,0.0
13326,3.0,1.0,9.0,28.0,2.0,1.0,1.0,2.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,5.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,80.0,610.0,20.0,0.0,2.16,1933.32,216.53199999999998,0.0
13327,3.0,1.0,9.0,28.0,2.0,1.0,1.0,3.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,80.0,610.0,15.0,0.0,0.41,1422.9,159.365,0.0
13331,3.0,1.0,9.0,28.0,2.0,1.0,1.0,3.0,5.0,2.0,8.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,50.0,80.0,610.0,2.5,0.0,0.36,231.76,25.956999999999997,0.0
13332,3.0,1.0,9.0,28.0,2.0,1.0,1.0,3.0,6.0,1.0,8.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,80.0,610.0,1.0,0.0,1.64,156.7,17.549999999999997,0.0
13333,3.0,1.0,9.0,28.0,2.0,1.0,1.0,4.0,1.0,2.0,8.0,1.0,2.0,2.0,1.0,5.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,67.0,80.0,610.0,25.0,0.0,1.21,1384.05,155.014,0.0
13335,3.0,1.0,9.0,28.0,2.0,1.0,1.0,5.0,1.0,2.0,8.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,67.0,80.0,610.0,2.0,0.0,0.62,163.43,18.304000000000002,0.0
13339,3.0,1.0,9.0,28.0,2.0,1.0,1.0,1.0,4.0,2.0,8.0,1.0,2.0,2.0,1.0,5.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,67.0,90.0,610.0,15.0,0.0,1.43,829.87,92.945,0.0
13341,3.0,1.0,9.0,28.0,2.0,1.0,1.0,1.0,7.0,1.0,8.0,1.0,2.0,2.0,1.0,5.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,90.0,610.0,30.0,0.0,1.13,3009.06,337.01500000000004,0.0
13342,3.0,1.0,9.0,28.0,2.0,1.0,1.0,1.0,9.0,2.0,8.0,1.0,2.0,2.0,1.0,5.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,75.0,90.0,610.0,6.0,0.0,2.77,1157.57,129.648,0.0
13348,3.0,1.0,9.0,28.0,2.0,1.0,1.0,1.0,2.0,1.0,8.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,95.0,610.0,7.0,0.0,3.83,639.2,71.59,0.0
13349,3.0,1.0,9.0,28.0,2.0,1.0,1.0,2.0,1.0,2.0,8.0,1.0,2.0,2.0,1.0,5.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,33.0,95.0,610.0,10.0,0.0,1.03,957.56,107.247,0.0
13353,3.0,1.0,9.0,28.0,2.0,1.0,1.0,5.0,1.0,1.0,8.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,4.0,100.0,95.0,610.0,25.0,0.0,0.99,2152.63,241.09500000000003,0.0
13354,3.0,1.0,9.0,28.0,2.0,1.0,1.0,6.0,1.0,1.0,8.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,95.0,610.0,20.0,0.0,0.65,1448.07,162.184,0.0
13356,3.0,1.0,9.0,28.0,2.0,1.0,1.0,2.0,1.0,2.0,8.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,50.0,111.0,610.0,1.0,0.0,0.73,84.8,9.498,0.0
13358,3.0,1.0,9.0,28.0,2.0,1.0,1.0,4.0,1.0,2.0,8.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,4.0,33.0,111.0,610.0,10.0,0.0,1.05,379.54,42.508,0.0
13360,3.0,1.0,9.0,28.0,2.0,1.0,1.0,4.0,1.0,1.0,8.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,121.0,610.0,3.0,0.0,0.36,294.46,32.98,0.0
13361,3.0,1.0,9.0,28.0,2.0,1.0,1.0,5.0,1.0,1.0,8.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,121.0,610.0,10.0,0.0,0.93,850.15,95.217,0.0
13363,3.0,1.0,9.0,28.0,2.0,1.0,1.0,6.0,2.0,1.0,8.0,1.0,2.0,2.0,1.0,5.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,121.0,610.0,20.0,0.0,0.35,1476.24,165.339,0.0
13364,3.0,1.0,9.0,28.0,2.0,1.0,1.0,6.0,3.0,2.0,8.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,33.0,121.0,610.0,15.0,0.0,0.8,612.63,68.61500000000001,0.0
13371,3.0,1.0,9.0,28.0,2.0,1.0,1.0,11.0,1.0,1.0,8.0,2.0,2.0,2.0,1.0,5.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,121.0,610.0,40.0,0.0,1.01,2101.69,235.38900000000004,0.0
13374,3.0,1.0,9.0,28.0,2.0,1.0,1.0,1.0,6.0,1.0,8.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,126.0,610.0,10.0,0.0,0.56,578.89,64.836,0.0
13375,3.0,1.0,9.0,28.0,2.0,1.0,1.0,1.0,8.0,1.0,8.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,126.0,610.0,2.0,0.0,2.65,167.57000000000002,18.768,0.0
13377,3.0,1.0,9.0,28.0,2.0,1.0,1.0,2.0,3.0,1.0,8.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,100.0,126.0,610.0,8.0,0.0,3.87,627.66,70.29799999999999,0.0
13379,3.0,1.0,9.0,28.0,2.0,1.0,1.0,3.0,1.0,2.0,8.0,2.0,2.0,2.0,1.0,5.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,4.0,50.0,126.0,610.0,30.0,0.0,0.33,1176.72,131.793,0.0
13381,3.0,1.0,9.0,28.0,2.0,1.0,1.0,6.0,1.0,1.0,8.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,126.0,610.0,30.0,0.0,1.33,1532.1799999999998,171.604,0.0
13383,3.0,1.0,9.0,28.0,2.0,1.0,1.0,8.0,1.0,2.0,8.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,50.0,126.0,610.0,10.0,0.0,1.0,619.5,69.384,0.0
13384,3.0,1.0,9.0,28.0,2.0,1.0,1.0,2.0,1.0,1.0,8.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,100.0,136.0,610.0,20.0,0.0,2.28,570.34,63.878,0.0
13387,3.0,1.0,9.0,28.0,2.0,1.0,1.0,3.0,1.0,2.0,8.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,33.0,136.0,610.0,15.0,0.0,0.88,987.13,110.55899999999998,0.0
13389,3.0,1.0,9.0,28.0,2.0,1.0,1.0,5.0,2.0,2.0,8.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,67.0,136.0,610.0,10.0,0.0,2.72,797.03,89.26700000000001,0.0
13390,3.0,1.0,9.0,28.0,2.0,1.0,1.0,7.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,5.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,136.0,610.0,20.0,0.0,1.59,1107.41,124.03,0.0
13393,3.0,1.0,9.0,28.0,2.0,1.0,1.0,3.0,1.0,2.0,8.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,50.0,141.0,610.0,15.0,0.0,1.5925029324190205,1182.0700000000002,132.392,0.0
13394,3.0,1.0,9.0,28.0,2.0,1.0,1.0,3.0,1.0,2.0,8.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,67.0,151.0,610.0,25.0,0.0,1.29,2887.31,323.379,0.0
13396,3.0,1.0,9.0,28.0,2.0,1.0,1.0,5.0,1.0,1.0,8.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,151.0,610.0,20.0,0.0,1.39,1241.3200000000002,139.028,0.0
13398,3.0,1.0,9.0,28.0,2.0,1.0,1.0,6.0,1.0,2.0,8.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,67.0,151.0,610.0,1.5,0.0,2.72,84.04,9.412,0.0
13400,3.0,1.0,10.0,20.0,7.0,1.0,1.0,2.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,17.0,609.88,16.0,0.0,3.69,1246.52,285.453,0.0
13401,3.0,1.0,10.0,20.0,7.0,1.0,1.0,1.0,1.0,1.0,8.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,23.0,609.88,30.0,0.0,4.66,1744.38,399.46299999999997,0.0
13410,3.0,1.0,10.0,20.0,7.0,1.0,1.0,2.0,3.0,1.0,8.0,1.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,100.0,41.0,609.88,45.0,0.0,3.14,4022.69,921.1960000000001,0.0
13412,3.0,1.0,10.0,20.0,7.0,1.0,1.0,3.0,1.0,1.0,8.0,2.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,100.0,41.0,609.88,30.0,0.0,1.59,2993.52,685.516,0.0
13414,3.0,1.0,10.0,20.0,7.0,1.0,1.0,4.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,100.0,53.0,609.88,48.0,0.0,3.8,2313.06,529.6909999999999,0.0
13420,3.0,1.0,10.0,20.0,7.0,1.0,1.0,2.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,100.0,59.0,609.88,30.0,0.0,1.5925029324190205,2688.34,615.63,0.0
13426,3.0,1.0,10.0,20.0,7.0,1.0,1.0,3.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,71.0,609.88,30.0,0.0,4.87,1587.3300000000002,363.49899999999997,0.0
13435,3.0,1.0,10.0,20.0,7.0,2.0,1.0,3.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,89.0,609.88,30.0,0.0,3.03,4308.44,986.6330000000002,0.0
13438,3.0,1.0,10.0,20.0,7.0,1.0,1.0,2.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,95.0,609.88,58.0,0.0,3.74,3071.39,703.348,0.0
13442,3.0,1.0,10.0,20.0,7.0,1.0,1.0,2.0,1.0,1.0,8.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,107.0,609.88,30.0,0.0,2.58,1296.91,296.992,0.0
13447,3.0,1.0,10.0,20.0,7.0,1.0,1.0,4.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,100.0,113.0,609.88,30.0,0.0,3.67,1909.67,437.314,0.0
13453,3.0,1.0,10.0,20.0,7.0,1.0,1.0,4.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,132.0,609.88,30.0,0.0,0.57,1070.6200000000001,245.172,0.0
13456,3.0,1.0,10.0,20.0,7.0,1.0,1.0,2.0,4.0,1.0,8.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,100.0,144.0,609.88,25.0,0.0,3.16,1812.68,415.104,0.0
13459,3.0,1.0,10.0,20.0,7.0,1.0,1.0,2.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,150.0,609.88,15.0,0.0,3.89,683.74,156.576,0.0
13461,3.0,1.0,10.0,20.0,7.0,1.0,1.0,4.0,1.0,1.0,8.0,2.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,150.0,609.88,30.0,0.0,1.5925029324190205,2688.34,615.63,0.0
13468,3.0,1.0,10.0,20.0,7.0,1.0,1.0,2.0,2.0,1.0,8.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,171.0,609.88,45.0,0.0,3.43,3942.9599999999996,902.938,0.0
13472,3.0,1.0,10.0,20.0,7.0,1.0,1.0,5.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,184.0,609.88,45.0,0.0,4.68,1884.59,431.571,0.0
13489,3.0,1.0,10.0,31.0,2.0,2.0,1.0,4.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,30.0,505.6,6.6,0.0,0.43,1350.46,182.312,0.0
13492,3.0,1.0,10.0,31.0,2.0,1.0,1.0,7.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,35.0,505.6,7.92,0.0,1.49,658.6,88.911,0.0
13498,3.0,1.0,10.0,31.0,2.0,1.0,1.0,3.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,51.0,505.6,6.6,0.0,1.01,1037.14,140.01399999999998,0.0
13672,3.0,1.0,11.0,12.0,2.0,1.0,1.0,2.0,2.0,1.0,8.0,2.0,1.0,2.0,1.0,5.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,100.0,45.0,580.36,4.96,5.0,0.92,474.93,48.918,5.0
13706,3.0,1.0,11.0,12.0,2.0,1.0,1.0,2.0,2.0,1.0,8.0,1.0,2.0,2.0,1.0,5.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,100.0,80.0,580.36,2.48,1.0,0.39,337.85999999999996,34.8,1.0
13759,3.0,1.0,11.0,21.0,7.0,1.0,1.0,4.0,1.0,2.0,8.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,67.0,19.0,594.59,2.0,2.0,0.31,244.5,25.184,2.0
13772,3.0,1.0,11.0,21.0,7.0,1.0,1.0,2.0,2.0,2.0,8.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,75.0,43.0,594.59,3.0,0.0,1.86,291.64,30.038999999999998,0.0
13775,3.0,1.0,11.0,21.0,7.0,1.0,1.0,5.0,1.0,1.0,8.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,100.0,43.0,594.59,6.0,3.5,0.45,732.68,75.466,3.5
13798,3.0,1.0,11.0,21.0,7.0,1.0,1.0,2.0,1.0,2.0,8.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,75.0,91.0,594.59,2.0,0.0,0.85,384.71,39.625,0.0
14362,3.0,1.0,15.0,13.0,1.0,1.0,1.0,6.0,3.0,1.0,8.0,1.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,65.0,579.89,2.0,16.56,4.11,473.07,126.31000000000002,16.56
14389,3.0,1.0,15.0,13.0,1.0,1.0,1.0,2.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,4.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,142.0,579.89,10.614753325272067,0.0,0.22,269.74,72.021,0.0
14392,3.0,1.0,15.0,13.0,1.0,1.0,1.0,6.0,3.0,1.0,8.0,1.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,100.0,142.0,579.89,2.0,4.0,0.14,382.88000000000005,102.22899999999998,4.0
14674,3.0,1.0,19.0,5.0,1.0,1.0,1.0,1.0,3.0,1.0,8.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,100.0,13.0,670.35,3.24,0.0,3.04,420.84000000000003,45.03,0.0
14675,3.0,1.0,19.0,5.0,1.0,1.0,1.0,2.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,100.0,13.0,670.35,16.06,0.0,2.36,1355.3100000000002,145.018,0.0
14676,3.0,1.0,19.0,5.0,1.0,1.0,1.0,2.0,2.0,1.0,8.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,100.0,13.0,670.35,18.6,0.0,3.25,1754.53,187.73499999999999,0.0
